"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 분당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"431","경기도 성남시 분당구 정자동","215","0215","0000","더샵 분당파크리버","전세","84.9900","202604","02","72,000","0","4","2021","돌마로 171","202606~202806","신규","-","",""
"432","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","월세","63.6300","202604","02","3,000","160","6","2004","성남대로 295","202606~202806","신규","-","",""
"433","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","41.8200","202604","02","33,000","30","15","2004","느티로 22","202605~202805","신규","-","",""
"434","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","월세","29.7300","202604","02","1,000","90","10","2014","정자일로 140","202604~202704","갱신","-","1,000","86"
"435","경기도 성남시 분당구 정자동","166-2","0166","0002","정자역 엠코헤리츠 3단지","월세","29.7300","202604","02","23,100","4","7","2014","정자일로 136","202606~202806","갱신","사용","23,100","0"
"436","경기도 성남시 분당구 정자동","162-1","0162","0001","분당 정자동 푸르지오시티","전세","84.8700","202604","02","70,000","0","28","2013","정자로 2","202604~202804","신규","-","",""
"437","경기도 성남시 분당구 수내동","6-6","0006","0006","오피스텔 트레벨","월세","33.4000","202604","02","5,000","55","2","2002","황새울로258번길 35","202606~202706","신규","-","",""
"438","경기도 성남시 분당구 삼평동","658","0658","0000","판교역 KCC웰츠타워","월세","35.7300","202604","02","3,000","135","7","2013","분당내곡로 159","202605~202705","신규","-","",""
"439","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","전세","29.4400","202604","02","27,000","0","6","2015","정자일로 135","202604~202804","갱신","사용","27,000","0"
"440","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","전세","80.0000","202604","02","38,000","0","9","2004","서현로 170","202605~202805","신규","-","",""
"441","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","월세","30.4300","202604","02","3,000","94","12","2014","성남대로 151","202605~202705","신규","-","",""
"442","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","월세","21.8500","202604","02","6,000","35","12","2004","백현로 105","202604~202704","신규","-","",""
"443","경기도 성남시 분당구 야탑동","342-3","0342","0003","엔즈 빌 오피스텔","월세","31.9600","202604","01","1,000","80","7","2003","장미로48번길 14","202604~202704","신규","-","",""
"444","경기도 성남시 분당구 야탑동","367-6","0367","0006","노블리치2오피스텔","월세","53.1000","202604","01","1,500","80","4","2002","야탑로 103","202604~202804","신규","-","",""
"445","경기도 성남시 분당구 수내동","11-1","0011","0001","청구블루빌","월세","42.1200","202604","01","1,000","110","12","2000","황새울로 224","202605~202704","신규","-","",""
"446","경기도 성남시 분당구 수내동","6-2","0006","0002","분당 수내동 그라테아","월세","36.1000","202604","01","15,000","20","3","2004","황새울로258번길 23","202605~202805","신규","-","",""
"447","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","전세","30.4300","202604","01","22,000","0","5","2014","성남대로 151","202604~202704","신규","-","",""
"448","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","52.9800","202604","01","20,000","81","7","2005","성남대로 393","202606~202707","신규","-","",""
"449","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","37.7200","202604","01","1,000","125","32","2005","성남대로 393","202604~202704","신규","-","",""
"450","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","월세","29.6000","202604","01","1,000","83","9","2004","백현로 105","202604~202804","신규","-","",""
"451","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","월세","30.4300","202604","01","1,000","90","10","2014","성남대로 151","202604~202704","신규","-","",""
"452","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","37.0600","202604","01","10,000","88","15","2004","느티로 22","202604~202704","갱신","-","10,000","80"
"453","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","57.1400","202604","01","2,000","180","7","2004","느티로 22","202604~202804","신규","-","",""
"454","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","전세","25.2900","202604","01","21,800","0","20","2015","정자일로 135","202606~202806","갱신","사용","21,800","0"
"455","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","월세","29.7300","202604","01","1,000","98","7","2014","정자일로 140","202604~202704","갱신","-","1,000","95"
"456","경기도 성남시 분당구 금곡동","161","0161","0000","천사의도시 오피스텔","월세","35.6300","202604","01","1,000","85","7","2004","성남대로 165","202604~202704","신규","-","",""
"457","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","35.0000","202604","01","10,000","50","9","2004","서현로 170","202606~202711","갱신","-","10,000","50"
"458","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","월세","32.2400","202604","01","1,000","70","8","2004","구미로 16","202605~202705","신규","-","",""
"459","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","월세","33.7600","202604","01","15,000","35","23","2004","수내로 54","202606~202806","신규","-","",""
"460","경기도 성남시 분당구 삼평동","659","0659","0000","판교 효성 해링턴 타워","전세","27.1000","202604","01","26,000","0","12","2013","판교역로192번길 22","202605~202805","신규","-","",""
"461","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","월세","21.8500","202604","01","1,000","69","18","2004","백현로 105","202605~202705","신규","-","",""
"462","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","35.0000","202604","01","1,000","77","24","2004","서현로 170","202604~202704","신규","-","",""
"463","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","월세","36.1800","202603","31","1,000","85","10","2004","황새울로200번길 22","202604~202704","신규","-","",""
"464","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.3900","202603","31","1,000","90","33","2015","정자일로 135","202604~202704","신규","-","",""
"465","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","42.7900","202603","31","2,000","168","9","2015","정자일로 135","202604~202704","신규","-","",""
"466","경기도 성남시 분당구 수내동","11-1","0011","0001","청구블루빌","월세","35.6700","202603","31","1,000","58","2","2000","황새울로 224","202604~202704","갱신","사용","1,000","55"
"467","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","전세","35.0000","202603","31","17,000","0","15","2004","서현로 170","202605~202805","신규","-","",""
"468","경기도 성남시 분당구 야탑동","342-3","0342","0003","엔즈 빌 오피스텔","월세","29.6900","202603","31","1,000","75","4","2003","장미로48번길 14","202605~202705","신규","-","",""
"469","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","35.6300","202603","31","500","70","2","2004","성남대로 51","202604~202704","신규","-","",""
"470","경기도 성남시 분당구 삼평동","655","0655","0000","SG타워","전세","29.8400","202603","31","27,000","0","16","2014","대왕판교로606번길 47","202604~202704","신규","-","",""
"471","경기도 성남시 분당구 삼평동","657","0657","0000","판교역 KCC웰츠타워","월세","37.8200","202603","31","10,000","90","9","2013","분당내곡로 155","202604~202704","신규","-","",""
"472","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","37.7200","202603","31","1,000","130","27","2005","성남대로 393","202604~202704","신규","-","",""
"473","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","70.3300","202603","31","53,550","0","11","2005","성남대로 393","202606~202806","갱신","-","51,000","0"
"474","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","37.6800","202603","31","30,870","0","6","2005","성남대로 393","202605~202705","갱신","-","29,400","0"
"475","경기도 성남시 분당구 대장동","616-1","0616","0001","클라우드베이 VI","전세","56.5500","202603","31","43,000","0","3","2022","판교대장로8길 10","202607~202806","신규","-","",""
"476","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","26.9500","202603","31","1,000","95","16","2004","느티로 22","202605~202705","신규","-","",""
"477","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","전세","37.0600","202603","31","33,000","0","23","2004","느티로 22","202604~202804","갱신","사용","32,000","0"
"478","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.2700","202603","31","1,000","90","4","2015","정자일로 135","202604~202704","신규","-","",""
"479","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","전세","30.2700","202603","31","23,800","0","15","2013","정자일로 197","202605~202805","갱신","사용","23,000","0"
"480","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","전세","24.9800","202603","31","21,500","0","24","2015","정자일로 135","202606~202806","갱신","-","21,500","0"
"481","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","월세","41.3400","202603","30","1,000","95","7","2003","성남대로172번길 12","202603~202703","갱신","-","1,000","90"
"482","경기도 성남시 분당구 운중동","913","0913","0000","힐스테이트 판교 모비우스","전세","84.1400","202603","30","53,000","0","7","2018","석운로 440","202607~202807","신규","-","",""
"483","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","37.7200","202603","30","15,000","70","7","2005","성남대로 393","202606~202706","신규","-","",""
"484","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","26.9500","202603","30","1,000","95","18","2004","느티로 22","202604~202704","신규","-","",""
"485","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","26.9500","202603","30","1,000","95","7","2004","느티로 22","202603~202803","신규","-","",""
"486","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","월세","48.4600","202603","30","3,000","190","11","2014","정자일로 132","202605~202805","신규","-","",""
"487","경기도 성남시 분당구 구미동","187-3","0187","0003","세종그랑시아｜","월세","36.2000","202603","30","1,000","75","8","2003","구미로9번길 8","202610~202704","신규","-","",""
"488","경기도 성남시 분당구 삼평동","655","0655","0000","SG타워","월세","29.0600","202603","30","1,000","105","12","2014","대왕판교로606번길 47","202604~202704","신규","-","",""
"489","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","27.7700","202603","30","22,900","13","1","2014","판교역로 109","202605~202705","신규","-","",""
"490","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","월세","33.1200","202603","30","1,000","85","31","2004","정자일로 177","202604~202704","신규","-","",""
"491","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","월세","25.3600","202603","30","1,000","95","11","2014","정자일로 146","202603~202703","신규","-","",""
"492","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.7200","202603","30","21,200","9","5","2015","정자일로 135","202604~202804","신규","-","",""
"493","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","전세","26.8000","202603","30","17,000","0","6","2004","정자일로 177","202604~202804","갱신","사용","17,000","0"
"494","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","월세","25.3600","202603","30","5,000","75","8","2014","정자일로 132","202604~202704","신규","-","",""
"495","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","월세","30.2700","202603","30","1,000","100","8","2013","정자일로 197","202605~202705","신규","-","",""
"496","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","월세","34.1500","202603","30","1,000","90","5","2004","정자일로 177","202604~202704","신규","-","",""
"497","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.2700","202603","30","1,000","95","23","2015","정자일로 135","202605~202704","신규","-","",""
"498","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","월세","33.7600","202603","30","1,000","80","21","2004","수내로 54","202604~202704","신규","-","",""
"499","경기도 성남시 분당구 정자동","28-1","0028","0001","로얄팰리스","월세","165.9600","202603","29","3,000","330","28","2003","성남대로 449","202603~202703","신규","-","",""
"500","경기도 성남시 분당구 정자동","157-2","0157","0002","우정오피스텔","월세","21.8900","202603","29","500","53","5","2002","성남대로331번길 9-3","202603~202703","갱신","-","500","50"
"501","경기도 성남시 분당구 삼평동","647","0647","0000","(647)","전세","31.0400","202603","28","27,000","0","10","2012","대왕판교로606번길 31","202604~202804","신규","-","",""
"502","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.0800","202603","28","1,000","95","17","2015","정자일로 135","202604~202704","신규","-","",""
"503","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","30.5000","202603","28","1,000","105","9","2004","느티로 22","202606~202706","신규","-","",""
"504","경기도 성남시 분당구 금곡동","170","0170","0000","천사의도시Ⅲ오피스텔","월세","36.1600","202603","28","15,000","25","6","2004","정자일로6번길 13","202605~202805","신규","-","",""
"505","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","32.2800","202603","28","27,400","0","4","2014","판교역로 109","202605~202805","갱신","사용","27,000","0"
"506","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","37.1500","202603","28","33,000","0","1","2014","판교역로 109","202604~202804","신규","-","",""
"507","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","월세","38.1600","202603","28","2,000","105","33","2004","정자일로 177","202603~202703","갱신","사용","2,000","100"
"508","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","57.1400","202603","28","2,000","200","12","2004","느티로 22","202605~202705","신규","-","",""
"509","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","월세","55.1000","202603","27","3,000","185","7","2014","정자일로 132","202604~202804","갱신","-","3,000","185"
"510","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","전세","37.0600","202603","27","32,000","0","9","2004","느티로 22","202605~202805","신규","-","",""
"511","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","전세","29.7300","202603","27","24,000","0","4","2014","정자일로 132","202603~202703","갱신","-","23,100","0"
"512","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","월세","55.1000","202603","27","50,000","8","10","2014","정자일로 146","202605~202805","신규","-","",""
"513","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","월세","36.0200","202603","27","1,000","75","5","2004","구미로 16","202605~202705","신규","-","",""
"514","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","35.6300","202603","27","1,000","75","6","2004","성남대로 51","202604~202704","신규","-","",""
"515","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","35.3800","202603","27","33,500","0","4","2014","판교역로 109","202603~202803","갱신","사용","32,500","0"
"516","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","31.1500","202603","27","1,000","110","5","2014","판교역로 109","202604~202704","신규","-","",""
"517","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","월세","68.5500","202603","27","3,000","170","5","2004","황새울로 196","202604~202804","신규","-","",""
"518","경기도 성남시 분당구 분당동","173-1","0173","0001","(173-1)","전세","60.3500","202603","27","16,275","0","5","2002","선지봉로 3","202603~202803","갱신","사용","16,000","0"
"519","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","75.4900","202603","27","5,000","255","6","2005","성남대로 393","202604~202704","신규","-","",""
"520","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","41.8600","202603","27","37,000","30","18","2004","느티로 22","202606~202806","신규","-","",""
"521","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","월세","37.5800","202603","27","6,000","70","4","2004","성남대로 295","202603~202703","갱신","-","6,000","60"
"522","경기도 성남시 분당구 서현동","276-1","0276","0001","한라시그마파크","월세","37.3100","202603","27","18,900","20","5","2003","황새울로 307","202604~202804","신규","-","",""
"523","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","57.1400","202603","27","20,000","78","5","2004","느티로 22","202604~202704","갱신","-","20,000","71"
"524","경기도 성남시 분당구 야탑동","342-2","0342","0002","르네상스분당오피스텔","월세","51.3900","202603","27","1,000","110","7","2003","장미로48번길 10","202604~202704","신규","-","",""
"525","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","75.4900","202603","26","65,000","0","32","2005","성남대로 393","202606~202806","신규","-","",""
"526","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","월세","35.4900","202603","26","1,000","85","4","2003","성남대로172번길 12","202604~202804","신규","-","",""
"527","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","전세","25.3600","202603","26","20,900","0","9","2014","정자일로 146","202606~202806","신규","-","",""
"528","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","월세","25.3600","202603","26","20,900","5","4","2014","정자일로 146","202605~202805","신규","-","",""
"529","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","월세","35.4900","202603","26","1,000","85","6","2003","성남대로172번길 12","202604~202704","신규","-","",""
"530","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","월세","50.9900","202603","26","1,000","110","11","2004","황새울로 234","202603~202703","신규","-","",""
"531","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.3900","202603","26","1,000","90","22","2015","정자일로 135","202604~202704","신규","-","",""
"532","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","월세","36.4200","202603","26","33,000","5","7","2013","정자일로 197","202604~202804","신규","-","",""
"533","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","월세","31.4300","202603","26","10,000","80","17","2015","느티로 2","202605~202705","신규","-","",""
"534","경기도 성남시 분당구 수내동","6-2","0006","0002","분당 수내동 그라테아","월세","29.6300","202603","26","1,000","66","7","2004","황새울로258번길 23","202604~202704","신규","-","",""
"535","경기도 성남시 분당구 대장동","616-1","0616","0001","클라우드베이 VI","전세","56.5500","202603","26","42,000","0","5","2022","판교대장로8길 10","202604~202806","신규","-","",""
"536","경기도 성남시 분당구 수내동","21-2","0021","0002","현대판테온I오피스텔","전세","140.4000","202603","26","84,000","0","13","2000","황새울로200번길 9-7","202605~202805","갱신","사용","80,000","0"
"537","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","32.9000","202603","26","500","72","4","2004","성남대로 51","202604~202705","신규","-","",""
"538","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","26.9500","202603","26","1,000","90","14","2004","느티로 22","202604~202704","신규","-","",""
"539","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","32.9000","202603","26","500","68","3","2004","성남대로 51","202603~202703","신규","-","",""
"540","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","37.7200","202603","26","1,000","130","21","2005","성남대로 393","202605~202705","신규","-","",""
"541","경기도 성남시 분당구 구미동","187-3","0187","0003","세종그랑시아｜","월세","36.2000","202603","26","1,000","75","3","2003","구미로9번길 8","202604~202704","신규","-","",""
"542","경기도 성남시 분당구 야탑동","219-1","0219","0001","아델파크빌","월세","67.9100","202603","26","32,000","20","2","2004","장미로 198","202607~202807","신규","-","",""
"543","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","월세","34.5000","202603","26","17,000","12","6","2003","성남대로925번길 37","202605~202805","신규","-","",""
"544","경기도 성남시 분당구 수내동","6-2","0006","0002","분당 수내동 그라테아","월세","44.1000","202603","26","1,000","90","6","2004","황새울로258번길 23","202603~202703","신규","-","",""
"545","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","월세","34.5000","202603","25","3,000","62","4","2003","성남대로925번길 37","202605~202804","갱신","-","3,000","52"
"546","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","전세","29.7300","202603","25","24,000","0","5","2014","정자일로 132","202603~202803","신규","-","",""
"547","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","37.7200","202603","25","33,000","0","27","2005","성남대로 393","202604~202804","신규","-","",""
"548","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","37.6800","202603","25","31,950","0","17","2005","성남대로 393","202604~202804","신규","-","",""
"549","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","월세","36.0200","202603","25","1,000","70","5","2004","구미로 16","202605~202705","신규","-","",""
"550","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","월세","53.4200","202603","25","1,000","115","3","2004","황새울로 234","202604~202804","신규","-","",""
"551","경기도 성남시 분당구 수내동","11-1","0011","0001","청구블루빌","월세","37.4000","202603","25","1,000","70","4","2000","황새울로 224","202606~202706","신규","-","",""
"552","경기도 성남시 분당구 삼평동","617","0617","0000","판교 테크노밸리 브릿지타워","월세","24.7600","202603","25","1,000","95","6","2015","판교로227번길 6","202603~202703","신규","-","",""
"553","경기도 성남시 분당구 삼평동","653","0653","0000","판교역 푸르지오시티","월세","26.7700","202603","25","1,000","110","7","2014","대왕판교로606번길 45","202604~202704","신규","-","",""
"554","경기도 성남시 분당구 백현동","539-1","0539","0001","힐스테이트 판교역(17BL)","전세","53.4500","202603","25","61,900","0","14","2022","판교역로 138","202607~202807","신규","-","",""
"555","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","34.9000","202603","25","1,000","120","3","2014","판교역로 109","202604~202608","신규","-","",""
"556","경기도 성남시 분당구 수내동","6-2","0006","0002","분당 수내동 그라테아","월세","37.3500","202603","25","16,000","15","5","2004","황새울로258번길 23","202605~202805","신규","-","",""
"557","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","48.3400","202603","25","2,000","168","1","2014","판교역로 109","202605~202705","갱신","사용","2,000","160"
"558","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","전세","40.0000","202603","25","20,000","0","9","2004","서현로 170","202604~202804","신규","-","",""
"559","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","60.0000","202603","25","38,000","10","23","2004","서현로 170","202606~202806","신규","-","",""
"560","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","40.0000","202603","25","2,000","90","11","2004","서현로 170","202605~202705","신규","-","",""
"561","경기도 성남시 분당구 수내동","6-6","0006","0006","오피스텔 트레벨","월세","36.3200","202603","25","1,000","73","7","2002","황새울로258번길 35","202604~202804","갱신","-","1,000","63"
"562","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","80.0000","202603","25","3,000","165","14","2004","서현로 170","202604~202704","신규","-","",""
"563","경기도 성남시 분당구 정자동","166-2","0166","0002","정자역 엠코헤리츠 3단지","월세","25.3600","202603","25","20,925","5","9","2014","정자일로 136","202605~202805","신규","-","",""
"564","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","월세","33.0700","202603","24","1,000","86","15","2003","장미로 78","202604~202704","신규","-","",""
"565","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","35.0000","202603","24","1,000","85","4","2004","서현로 170","202603~202703","신규","-","",""
"566","경기도 성남시 분당구 서현동","276-1","0276","0001","한라시그마파크","월세","37.3100","202603","24","1,000","81","11","2003","황새울로 307","202605~202705","갱신","-","1,000","77"
"567","경기도 성남시 분당구 서현동","88","0088","0000","서현 지엔느","월세","94.2000","202603","24","10,000","200","4","2003","중앙공원로39번길 49","202607~202708","신규","-","",""
"568","경기도 성남시 분당구 서현동","88","0088","0000","서현 지엔느","월세","94.2000","202603","24","10,000","160","4","2003","중앙공원로39번길 49","202604~202607","갱신","-","10,000","160"
"569","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","31.1500","202603","24","26,000","0","7","2014","판교역로 109","202604~202804","신규","-","",""
"570","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","전세","84.9500","202603","24","90,000","0","10","2022","판교역로 136","202604~202704","신규","-","",""
"571","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","26.5200","202603","24","1,000","100","7","2014","판교역로 109","202603~202703","신규","-","",""
"572","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","월세","28.6500","202603","24","1,000","80","12","2003","장미로 78","202603~202703","신규","-","",""
"573","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","40.0000","202603","24","2,000","110","10","2004","서현로 170","202604~202703","신규","-","",""
"574","경기도 성남시 분당구 야탑동","149-2","0149","0002","분당 더 헤리움","전세","18.1300","202603","24","13,900","0","2","2019","판교로711번길 12","202605~202805","신규","-","",""
"575","경기도 성남시 분당구 정자동","166-2","0166","0002","정자역 엠코헤리츠 3단지","월세","25.3600","202603","24","3,000","85","7","2014","정자일로 136","202604~202704","신규","-","",""
"576","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","전세","29.7300","202603","24","23,100","0","7","2014","정자일로 140","202605~202805","신규","-","",""
"577","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","월세","30.4300","202603","24","1,000","95","8","2014","성남대로 151","202604~202704","신규","-","",""
"578","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","월세","29.7300","202603","24","4,000","80","2","2014","정자일로 146","202604~202704","신규","-","",""
"579","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","전세","26.4200","202603","24","17,100","0","22","2004","정자일로 177","202604~202804","신규","-","",""
"580","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","전세","29.7300","202603","24","23,100","0","2","2014","정자일로 132","202606~202806","신규","-","",""
"581","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","75.4900","202603","24","62,000","0","23","2005","성남대로 393","202603~202803","갱신","사용","60,000","0"
"582","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","37.7200","202603","24","1,000","120","5","2005","성남대로 393","202604~202704","신규","-","",""
"583","경기도 성남시 분당구 수내동","11-1","0011","0001","청구블루빌","월세","37.4000","202603","24","1,000","70","3","2000","황새울로 224","202603~202703","신규","-","",""
