"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 중원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"245","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","전세","20.8300","202603","03","17,000","0","10","2019","양현로405번길 16-10","202603~202803","갱신","사용","17,000","0"
"246","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","27.6800","202603","03","1,000","79","7","2019","성남대로 989","202603~202703","갱신","사용","1,000","79"
"247","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","월세","34.5100","202603","03","5,000","50","12","2004","산성대로 198","202603~202703","신규","-","",""
"248","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","03","14,500","18","3","2017","광명로 89","202604~202704","갱신","-","14,500","15"
"249","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202603","03","1,000","80","2","2017","광명로 89","202603~202703","신규","-","",""
"250","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","39.9000","202603","02","1,000","70","7","2006","성남대로1147번길 3","202603~202803","신규","-","",""
"251","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202603","02","13,000","20","10","2017","광명로 89","202604~202804","신규","-","",""
"252","경기도 성남시 중원구 성남동","2340","2340","0000","더 갤러리","전세","73.1000","202603","02","39,000","0","12","2019","광명로 88","202604~202804","신규","-","",""
"253","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","47.7400","202603","02","1,000","70","11","2006","성남대로1147번길 3","202604~202804","신규","-","",""
"254","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","21.4200","202602","28","13,500","15","8","2020","산성대로 136","202603~202803","신규","-","",""
"255","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","전세","45.2400","202602","28","20,000","0","6","2011","성남대로 1133","202603~202803","신규","-","",""
"256","경기도 성남시 중원구 금광동","9","0009","0000","청솔타운","월세","73.1400","202602","28","27,000","70","6","2016","광명로 287","202604~202804","신규","-","",""
"257","경기도 성남시 중원구 여수동","201","0201","0000","시티파크","월세","21.5900","202602","28","1,000","76","5","2019","양현로405번길 17","202603~202703","신규","-","",""
"258","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","32.8600","202602","28","1,000","94","5","2020","둔촌대로80번길 3-10","202603~202703","신규","-","",""
"259","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","28","14,700","5","6","2017","광명로 89","202604~202704","갱신","-","14,700","2"
"260","경기도 성남시 중원구 성남동","2340","2340","0000","더 갤러리","전세","84.1000","202602","28","37,400","0","13","2019","광명로 88","202603~202803","갱신","사용","35,700","0"
"261","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","28","1,000","70","4","2017","광명로 89","202603~202803","신규","-","",""
"262","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","월세","25.5200","202602","28","1,000","75","3","2020","광명로 67","202602~202702","신규","-","",""
"263","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","28","1,000","76","2","2017","광명로 89","202603~202703","신규","-","",""
"264","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","28","23,100","0","3","2024","산성대로 194","202603~202803","갱신","사용","22,000","0"
"265","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","27","14,500","25","2","2017","광명로 89","202604~202804","신규","-","",""
"266","경기도 성남시 중원구 성남동","2263","2263","0000","현대그린타운","월세","37.6200","202602","27","1,000","56","3","1999","광명로 71","202603~202803","신규","-","",""
"267","경기도 성남시 중원구 성남동","3133","3133","0000","성남SY테크노빌","월세","26.2200","202602","27","9,500","30","12","2003","광명로 49","202603~202803","신규","-","",""
"268","경기도 성남시 중원구 성남동","3133","3133","0000","성남SY테크노빌","월세","26.2200","202602","27","8,900","35","12","2003","광명로 49","202603~202803","신규","-","",""
"269","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","36.0200","202602","27","24,300","20","5","2019","성남대로 993","202604~202804","신규","-","",""
"270","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","23.3800","202602","27","16,500","15","10","2019","성남대로 989","202603~202803","신규","-","",""
"271","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","26.6100","202602","27","5,000","59","6","2019","성남대로 989","202604~202704","갱신","-","10,000","37"
"272","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","41.5100","202602","26","1,000","70","8","2006","성남대로1147번길 3","202603~202803","신규","-","",""
"273","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","26","26,200","0","11","2024","산성대로 194","202603~202803","갱신","사용","25,000","0"
"274","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","26","1,000","70","9","2017","광명로 89","202603~202703","신규","-","",""
"275","경기도 성남시 중원구 도촌동","578","0578","0000","트윈캐슬","전세","84.0300","202602","25","33,000","0","4","2016","도촌로8번길 5-8","202604~202804","신규","-","",""
"276","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","25","1,000","80","4","2017","광명로 89","202602~202702","신규","-","",""
"277","경기도 성남시 중원구 금광동","2409","2409","0000","창보시티렉스","월세","25.8000","202602","25","1,000","50","4","1998","광명로 384","202602~202802","신규","-","",""
"278","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1800","202602","25","1,000","80","9","2017","광명로 89","202603~202703","신규","-","",""
"279","경기도 성남시 중원구 성남동","2263","2263","0000","현대그린타운","월세","37.6200","202602","24","3,000","32","4","1999","광명로 71","202603~202703","신규","-","",""
"280","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","24","1,000","74","8","2017","광명로 89","202604~202704","신규","-","",""
"281","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","32.8700","202602","24","3,000","60","6","2006","성남대로1147번길 3","202602~202802","신규","-","",""
"282","경기도 성남시 중원구 성남동","4938","4938","0000","레이나 오피스텔","월세","46.7600","202602","24","29,000","5","8","2019","둔촌대로80번길 3-11","202605~202805","신규","-","",""
"283","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","월세","25.5200","202602","24","14,400","20","4","2020","광명로 67","202603~202803","신규","-","",""
"284","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","77.5100","202602","23","40,000","0","12","2024","산성대로 194","202603~202803","갱신","사용","40,000","0"
"285","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","45.8700","202602","23","1,000","100","11","2011","성남대로 1133","202604~202704","신규","-","",""
"286","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","23","27,800","0","7","2024","산성대로 194","202604~202804","갱신","사용","26,500","0"
"287","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","73.7200","202602","23","49,000","0","10","2024","산성대로 194","202604~202804","신규","-","",""
"288","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","48.2000","202602","23","4,000","120","12","2017","광명로 89","202604~202704","신규","-","",""
"289","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1800","202602","23","1,000","80","3","2017","광명로 89","202603~202703","신규","-","",""
"290","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","전세","20.3900","202602","22","15,200","0","11","2017","광명로 89","202603~202803","신규","-","",""
"291","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202602","22","1,000","79","9","2017","광명로 89","202602~202702","신규","-","",""
"292","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","월세","25.5200","202602","21","14,400","20","4","2020","광명로 67","202603~202803","신규","-","",""
"293","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","전세","38.2500","202602","21","20,000","0","10","2019","광명로 103","202603~202803","신규","-","",""
"294","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","21","24,500","0","6","2024","산성대로 194","202603~202803","갱신","사용","23,500","0"
"295","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","월세","69.6600","202602","21","3,000","100","12","2004","산성대로 198","202603~202803","신규","-","",""
"296","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202602","21","15,600","0","6","2020","산성대로 136","202605~202804","신규","-","",""
"297","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","21.9000","202602","21","18,000","0","9","2024","산성대로 194","202603~202803","신규","-","",""
"298","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","39.9800","202602","21","3,000","116","13","2024","산성대로 194","202603~202802","갱신","사용","3,000","110"
"299","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","36.9300","202602","21","1,000","80","10","2011","성남대로 1133","202602~202702","신규","-","",""
"300","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202602","21","1,000","50","14","2019","광명로 103","202602~202702","신규","-","",""
"301","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","전세","15.7600","202602","21","11,000","0","5","2020","둔촌대로80번길 3-10","202602~202802","신규","-","",""
"302","경기도 성남시 중원구 성남동","4938","4938","0000","레이나 오피스텔","월세","44.4300","202602","21","4,000","120","5","2019","둔촌대로80번길 3-11","202604~202804","갱신","-","3,000","120"
"303","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","21","4,000","65","10","2017","광명로 89","202604~202804","신규","-","",""
"304","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","44.2300","202602","20","3,000","120","3","2020","산성대로 136","202604~202804","신규","-","",""
"305","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","35.8600","202602","20","3,000","85","4","2019","광명로 103","202603~202703","갱신","-","3,000","80"
"306","경기도 성남시 중원구 성남동","2263","2263","0000","현대그린타운","월세","22.6500","202602","20","5,000","15","9","1999","광명로 71","202602~202802","신규","-","",""
"307","경기도 성남시 중원구 성남동","3133","3133","0000","성남SY테크노빌","월세","18.0500","202602","20","1,000","65","9","2003","광명로 49","202602~202802","신규","-","",""
"308","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.5100","202602","20","13,400","24","9","2017","광명로 89","202602~202802","갱신","사용","13,000","20"
"309","경기도 성남시 중원구 성남동","3130","3130","0000","위클리 오피스텔","월세","46.4600","202602","20","500","30","4","2018","제일로 83","202602~202802","신규","-","",""
"310","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","20","24,000","0","5","2024","산성대로 194","202602~202802","갱신","사용","23,000","0"
"311","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","월세","34.5100","202602","20","3,000","65","9","2004","산성대로 198","202602~202802","신규","-","",""
"312","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","전세","38.2500","202602","20","23,000","0","4","2019","광명로 103","202603~202803","갱신","사용","22,000","0"
"313","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","33.9900","202602","19","5,000","85","12","2024","산성대로 194","202602~202802","신규","-","",""
"314","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","17","500","76","8","2017","광명로 89","202602~202702","갱신","-","500","74"
"315","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","전세","41.5200","202602","16","24,000","0","3","2019","양현로405번길 16-10","202603~202803","갱신","사용","24,000","0"
"316","경기도 성남시 중원구 성남동","2759","2759","0000","미래타운","월세","51.3800","202602","15","26,600","25","13","2019","광명로142번길 3","202602~202802","갱신","-","28,900","0"
"317","경기도 성남시 중원구 성남동","2149","2149","0000","성남동 2149 업무시설","월세","20.7100","202602","14","1,000","50","6","2002","산성대로 200","202602~202802","신규","-","",""
"318","경기도 성남시 중원구 여수동","181","0181","0000","시그너스","전세","22.8900","202602","14","18,900","0","6","2019","성남대로997번길 11","202604~202804","신규","-","",""
"319","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202602","14","15,300","20","5","2019","광명로 103","202602~202702","신규","-","",""
"320","경기도 성남시 중원구 성남동","2759","2759","0000","미래타운","월세","51.3800","202602","14","25,200","11","4","2019","광명로142번길 3","202603~202803","신규","-","",""
"321","경기도 성남시 중원구 도촌동","571","0571","0000","도촌파크오피스텔","전세","24.0400","202602","14","8,700","0","4","2010","도촌로8번길 20","202603~202803","신규","-","",""
"322","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","13","1,000","75","10","2017","광명로 89","202603~202703","신규","-","",""
"323","경기도 성남시 중원구 여수동","201","0201","0000","시티파크","월세","27.5600","202602","13","120","110","10","2019","양현로405번길 17","202602~202606","신규","-","",""
"324","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","13","12,000","18","11","2017","광명로 89","202603~202803","갱신","사용","12,000","15"
"325","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","21.4200","202602","13","14,300","20","9","2020","산성대로 136","202603~202803","신규","-","",""
"326","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202602","13","14,400","0","6","2020","산성대로 136","202604~202804","신규","-","",""
"327","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","13","29,000","0","3","2024","산성대로 194","202604~202804","신규","-","",""
"328","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202602","13","13,800","0","6","2020","산성대로 136","202604~202804","신규","-","",""
"329","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202602","13","13,700","0","6","2020","산성대로 136","202604~202804","신규","-","",""
"330","경기도 성남시 중원구 성남동","4936","4936","0000","성남 모란드림시티","월세","21.4900","202602","13","1,000","68","8","2019","둔촌대로80번길 3-15","202602~202702","갱신","사용","1,000","66"
"331","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","38.1600","202602","12","1,000","83","12","2019","광명로 103","202603~202703","신규","-","",""
"332","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202602","12","16,000","17","6","2019","성남대로 993","202603~202803","신규","-","",""
"333","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202602","12","1,000","75","9","2019","성남대로 993","202602~202702","갱신","사용","1,000","72"
"334","경기도 성남시 중원구 여수동","205","0205","0000","신야탑 푸르지오시티Ⅰ","전세","29.0500","202602","12","17,100","0","8","2013","양현로405번길 5","202602~202802","갱신","-","17,500","0"
"335","경기도 성남시 중원구 도촌동","583","0583","0000","도촌동 5830000 업무시설 (김명수)","월세","52.9500","202602","12","1,000","75","7","2012","도촌로8번길 23","202602~202612","신규","-","",""
"336","경기도 성남시 중원구 성남동","3152","3152","0000","렉스타운","월세","71.1300","202602","12","5,000","120","11","2018","광명로 37","202603~202803","신규","-","",""
"337","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","12","1,000","78","5","2017","광명로 89","202603~202703","갱신","-","1,000","70"
"338","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","54.1500","202602","12","5,000","130","10","2019","광명로 103","202605~202805","신규","-","",""
"339","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","월세","24.1300","202602","12","1,000","80","5","2020","광명로 67","202603~202703","갱신","-","16,800","0"
"340","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","50.8900","202602","12","32,000","0","7","2020","산성대로 136","202604~202804","신규","-","",""
"341","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","11","10,000","50","4","2017","광명로 89","202604~202804","신규","-","",""
"342","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","26.2400","202602","11","2,000","75","4","2019","광명로 103","202603~202803","신규","-","",""
"343","경기도 성남시 중원구 여수동","188","0188","0000","시티 스마트캐슬2.0","월세","30.9300","202602","11","1,000","95","7","2019","양현로 413","202602~202702","신규","-","",""
"344","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.3900","202602","10","1,000","70","2","2017","광명로 89","202602~202802","신규","-","",""
"345","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.3900","202602","10","1,000","75","8","2017","광명로 89","202602~202702","신규","-","",""
"346","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","26.2400","202602","10","1,000","75","3","2019","광명로 103","202602~202702","갱신","-","1,000","72"
"347","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","10","30,000","0","5","2024","산성대로 194","202604~202804","신규","-","",""
"348","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","10","26,250","0","6","2024","산성대로 194","202603~202803","갱신","사용","25,000","0"
"349","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","26.6100","202602","10","1,000","82","4","2019","성남대로 989","202603~202703","신규","-","",""
"350","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","29.9100","202602","10","18,000","10","2","2019","성남대로 989","202604~202804","신규","-","",""
"351","경기도 성남시 중원구 도촌동","571","0571","0000","도촌파크오피스텔","월세","19.4700","202602","10","1,000","50","3","2010","도촌로8번길 20","202603~202703","신규","-","",""
"352","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202602","10","1,000","80","8","2019","광명로 103","202602~202702","신규","-","",""
"353","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","18.3700","202602","09","14,600","7","7","2020","둔촌대로80번길 3-10","202603~202803","신규","-","",""
"354","경기도 성남시 중원구 여수동","181","0181","0000","시그너스","월세","47.4500","202602","09","1,181","55","2","2019","성남대로997번길 11","202604~202803","갱신","-","0","52"
"355","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202602","09","17,000","5","7","2019","성남대로 993","202603~202803","신규","-","",""
"356","경기도 성남시 중원구 성남동","2759","2759","0000","미래타운","월세","72.9900","202602","09","14,806","32","4","2019","광명로142번길 3","202604~202803","갱신","-","14,465","29"
"357","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","09","1,000","70","4","2017","광명로 89","202602~202702","신규","-","",""
"358","경기도 성남시 중원구 도촌동","571","0571","0000","도촌파크오피스텔","전세","18.4100","202602","09","7,500","0","4","2010","도촌로8번길 20","202602~202702","갱신","-","7,500","0"
"359","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","18.3700","202602","07","1,000","65","8","2020","둔촌대로80번길 3-10","202602~202802","신규","-","",""
"360","경기도 성남시 중원구 도촌동","583","0583","0000","도촌동 5830000 업무시설 (김명수)","월세","68.3500","202602","07","1,000","75","4","2012","도촌로8번길 23","202603~202612","신규","-","",""
"361","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","월세","35.5700","202602","07","1,000","90","6","2019","양현로405번길 16-10","202603~202703","신규","-","",""
"362","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202602","07","1,000","80","4","2019","성남대로 993","202602~202702","신규","-","",""
"363","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","전세","36.0200","202602","07","25,467","0","6","2019","성남대로 993","202603~202703","갱신","-","24,255","0"
"364","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","월세","34.5100","202602","07","1,000","70","4","2004","산성대로 198","202602~202802","신규","-","",""
"365","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","21.9000","202602","07","16,800","0","7","2024","산성대로 194","202602~202802","갱신","사용","16,000","0"
"366","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","07","25,200","0","11","2024","산성대로 194","202602~202802","갱신","사용","24,000","0"
"367","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","36.9800","202602","07","25,200","0","9","2024","산성대로 194","202603~202803","갱신","사용","24,000","0"
"368","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","07","14,500","20","11","2017","광명로 89","202603~202803","신규","-","",""
"369","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202602","07","6,000","50","8","2019","광명로 103","202603~202803","신규","-","",""
"370","경기도 성남시 중원구 성남동","2185","2185","0000","예담팰리스","전세","79.3800","202602","07","43,000","0","11","2019","광명로 107","202603~202803","신규","-","",""
"371","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","07","10,000","40","11","2017","광명로 89","202603~202803","신규","-","",""
"372","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","38.1600","202602","07","1,000","95","5","2019","광명로 103","202603~202702","신규","-","",""
"373","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202602","07","1,000","75","14","2019","광명로 103","202603~202803","신규","-","",""
"374","경기도 성남시 중원구 금광동","2409","2409","0000","창보시티렉스","월세","23.7900","202602","07","500","45","4","1998","광명로 384","202602~202802","신규","-","",""
"375","경기도 성남시 중원구 성남동","4938","4938","0000","레이나 오피스텔","월세","23.0700","202602","07","1,000","65","5","2019","둔촌대로80번길 3-11","202603~202703","신규","-","",""
"376","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","36.9300","202602","06","1,000","85","8","2011","성남대로 1133","202603~202803","신규","-","",""
"377","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","월세","34.5100","202602","06","1,000","70","11","2004","산성대로 198","202602~202802","신규","-","",""
"378","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","36.9800","202602","06","27,000","0","7","2024","산성대로 194","202604~202804","신규","-","",""
"379","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","06","1,000","75","5","2017","광명로 89","202603~202703","신규","-","",""
"380","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","22.1700","202602","06","1,000","75","9","2019","광명로 103","202604~202801","신규","-","",""
"381","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","06","1,000","75","8","2017","광명로 89","202602~202612","갱신","-","1,000","66"
"382","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","06","13,400","20","2","2017","광명로 89","202603~202803","갱신","사용","13,400","20"
"383","경기도 성남시 중원구 성남동","2253","2253","0000","성남동오피스텔","월세","32.2500","202602","06","1,000","45","1","2002","광명로 81-4","202603~202703","신규","-","",""
"384","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","18.3700","202602","06","1,000","63","4","2020","둔촌대로80번길 3-10","202602~202702","신규","-","",""
"385","경기도 성남시 중원구 성남동","3130","3130","0000","위클리 오피스텔","월세","24.4000","202602","05","6,000","75","8","2018","제일로 83","202602~202802","신규","-","",""
"386","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202602","05","13,500","0","9","2020","산성대로 136","202602~202802","갱신","사용","13,860","0"
"387","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","77.4500","202602","05","30,000","58","13","2024","산성대로 194","202603~202803","갱신","사용","30,000","50"
"388","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","24.9000","202602","05","10,000","45","8","2019","광명로 103","202602~202702","신규","-","",""
"389","경기도 성남시 중원구 성남동","2261","2261","0000","드림에코시티","전세","47.3900","202602","05","30,000","0","6","2021","광명로 75","202603~202803","신규","-","",""
"390","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","05","1,000","53","8","2017","광명로 89","202603~202703","갱신","-","1,000","50"
"391","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202602","05","1,000","75","5","2017","광명로 89","202603~202703","신규","-","",""
"392","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202602","05","1,000","80","3","2017","광명로 89","202603~202703","신규","-","",""
"393","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","월세","35.5700","202602","04","1,000","90","5","2019","양현로405번길 16-10","202602~202702","신규","-","",""
"394","경기도 성남시 중원구 여수동","201","0201","0000","시티파크","월세","21.5900","202602","04","14,200","20","4","2019","양현로405번길 17","202602~202802","갱신","사용","14,500","20"
"395","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202602","04","24,000","0","13","2024","산성대로 194","202603~202803","갱신","-","23,000","0"
"396","경기도 성남시 중원구 성남동","2759","2759","0000","미래타운","월세","50.0700","202602","04","25,100","25","13","2019","광명로142번길 3","202603~202803","신규","-","",""
"397","경기도 성남시 중원구 성남동","4936","4936","0000","성남 모란드림시티","월세","28.2100","202602","04","1,000","78","6","2019","둔촌대로80번길 3-15","202602~202702","신규","-","",""
