"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 중원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"396","경기도 성남시 중원구 은행동","1767-1","1767","0001","부흥골든빌라","월세","54.9700","202603","07","4,000","30","1","1992","은행로38번길 3","202603~202803","신규","-","","","연립다세대"
"397","경기도 성남시 중원구 은행동","1325","1325","0000","반석빌라","전세","36.2300","202603","07","12,100","0","1","1991","은행로39번길 2","202604~202804","신규","-","","","연립다세대"
"398","경기도 성남시 중원구 은행동","1193","1193","0000","대복빌라","전세","49.3100","202603","06","13,000","0","4","1993","은이로59번길 1","202604~202804","신규","-","","","연립다세대"
"399","경기도 성남시 중원구 은행동","1754-1","1754","0001","원광빌라","전세","35.2300","202603","06","9,000","0","1","1994","은행로44번길 1","202604~202804","신규","-","","","연립다세대"
"400","경기도 성남시 중원구 금광동","3470-1","3470","0001","금광주택","전세","41.1200","202603","06","12,000","0","2","1990","산성대로408번길 28","202604~202804","신규","-","","","연립다세대"
"401","경기도 성남시 중원구 중앙동","1761","1761","0000","금호아트빌라","월세","59.6100","202603","06","1,000","55","-1","2001","광명로256번길 27-13","202604~202804","신규","-","","","연립다세대"
"402","경기도 성남시 중원구 은행동","1244","1244","0000","와룡빌라","전세","46.2200","202603","06","14,900","0","3","1993","산성대로516번길 38","202604~202804","신규","-","","","연립다세대"
"403","경기도 성남시 중원구 은행동","2237","2237","0000","금광빌라(2237)","전세","32.8500","202603","06","12,100","0","2","1992","은행로78번길 3","202605~202805","신규","-","","","연립다세대"
"404","경기도 성남시 중원구 은행동","904","0904","0000","동양아트빌라","전세","35.0700","202603","06","11,500","0","1","1992","은이로63번길 8-14","202604~202804","신규","-","","","연립다세대"
"405","경기도 성남시 중원구 은행동","625","0625","0000","은행동625공동주택및제1종근린생활시설","전세","47.7800","202603","06","21,000","0","3","2014","산성대로588번길 6","202605~202805","신규","-","","","연립다세대"
"406","경기도 성남시 중원구 은행동","625","0625","0000","은행동625공동주택및제1종근린생활시설","전세","47.7800","202603","06","16,000","0","3","2014","산성대로588번길 6","202605~202805","신규","-","","","연립다세대"
"407","경기도 성남시 중원구 은행동","937","0937","0000","동명빌라","전세","50.9100","202603","06","14,600","0","4","1998","은이로63번길 2-14","202604~202804","신규","-","","","연립다세대"
"408","경기도 성남시 중원구 은행동","2401","2401","0000","장수빌라(2401)","전세","38.9400","202603","05","11,550","0","4","1993","은행로88번길 9-1","202604~202804","신규","-","","","연립다세대"
"409","경기도 성남시 중원구 상대원동","1976-1","1976","0001","라이브에버빌","전세","74.9400","202603","05","26,000","0","2","2003","희망로316번길 8","202603~202803","신규","-","","","연립다세대"
"410","경기도 성남시 중원구 상대원동","1513","1513","0000","위더스빌","전세","48.7600","202603","05","25,000","0","3","2016","박석로33번길 20-5","202605~202805","신규","-","","","연립다세대"
"411","경기도 성남시 중원구 은행동","2076","2076","0000","영신파크빌라(6)","전세","54.7400","202603","05","17,000","0","4","1991","자혜로99번길 6-11","202603~202803","갱신","사용","17,000","0","연립다세대"
"412","경기도 성남시 중원구 은행동","2351","2351","0000","(2351-0)","전세","41.7300","202603","05","13,100","0","2","2000","자혜로57번길 3-13","202605~202805","신규","-","","","연립다세대"
"413","경기도 성남시 중원구 금광동","2699","2699","0000","청산빌라","전세","34.7300","202603","05","12,600","0","4","1994","자혜로 86","202604~202804","신규","-","","","연립다세대"
"414","경기도 성남시 중원구 상대원동","1340","1340","0000","우주맨션","전세","55.4200","202603","05","27,400","0","4","2002","박석로33번길 4","202605~202805","신규","-","","","연립다세대"
"415","경기도 성남시 중원구 은행동","2421","2421","0000","(2421-0)","전세","42.4300","202603","04","13,800","0","2","2007","자혜로57번길 10","202604~202804","갱신","-","13,000","0","연립다세대"
"416","경기도 성남시 중원구 중앙동","1667","1667","0000","현대빌라","전세","49.5550","202603","04","12,500","0","1","1994","광명로256번길 51-6","202603~202803","갱신","-","12,500","0","연립다세대"
"417","경기도 성남시 중원구 금광동","207","0207","0000","장수빌라","전세","60.1300","202603","04","27,000","0","1","1998","희망로406번길 20","202603~202803","갱신","사용","26,000","0","연립다세대"
"418","경기도 성남시 중원구 성남동","2960","2960","0000","백조빌라","전세","39.1800","202603","04","15,000","0","3","1986","원터로69번길 6","202604~202804","신규","-","","","연립다세대"
"419","경기도 성남시 중원구 상대원동","1479-1","1479","0001","JK빌(1동)","전세","72.4900","202603","04","30,000","0","4","2017","박석로41번길 20-9","202605~202805","신규","-","","","연립다세대"
"420","경기도 성남시 중원구 성남동","3478","3478","0000","하나빌라2차","전세","37.2600","202603","04","17,000","0","1","1993","광명로16번길 14","202603~202803","신규","-","","","연립다세대"
"421","경기도 성남시 중원구 은행동","1958","1958","0000","산호빌라","전세","43.4700","202603","04","12,700","0","4","1992","자혜로99번길 10-1","202604~202804","신규","-","","","연립다세대"
"422","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느모란","월세","36.2900","202603","03","25,000","26","13","2020","산성대로 136","202605~202805","갱신","사용","25,000","20","연립다세대"
"423","경기도 성남시 중원구 은행동","1131","1131","0000","성원아트빌라","전세","48.9600","202603","03","10,200","0","-1","1992","은이로41번길 9","202603~202803","신규","-","","","연립다세대"
"424","경기도 성남시 중원구 은행동","1894","1894","0000","초원빌라","월세","59.1800","202603","03","1,500","70","4","1997","은행로38번길 17-11","202604~202804","신규","-","","","연립다세대"
"425","경기도 성남시 중원구 하대원동","216-21","0216","0021","낙원빌라","월세","34.3800","202603","03","1,000","55","1","1992","둔촌대로 345-5","202603~202803","신규","-","","","연립다세대"
"426","경기도 성남시 중원구 상대원동","1608","1608","0000","아트빌리지","월세","79.3200","202603","03","5,000","80","4","2002","둔촌대로413번길 8","202605~202804","신규","-","","","연립다세대"
"427","경기도 성남시 중원구 성남동","3996","3996","0000","신흥다세대","월세","38.6400","202603","03","15,000","3","1","1988","둔촌대로151번길 22-3","202603~202803","갱신","-","15,000","0","연립다세대"
"428","경기도 성남시 중원구 성남동","2359","2359","0000","다세대주택","전세","36.8000","202603","03","12,000","0","2","1986","광명로82번길 19","202604~202804","신규","-","","","연립다세대"
"429","경기도 성남시 중원구 금광동","4283","4283","0000","광진빌라","월세","78.8100","202603","02","4,000","80","2","1997","산성대로390번길 11-11","202603~202803","신규","-","","","연립다세대"
"430","경기도 성남시 중원구 은행동","1073","1073","0000","서강빌라(1073)","월세","36.2400","202603","02","1,000","40","3","1992","은이로29번길 8-6","202604~202804","신규","-","","","연립다세대"
"431","경기도 성남시 중원구 은행동","1713","1713","0000","송강맨션(C동)","전세","59.5800","202603","01","10,000","0","1","2000","은행로7번길 24-2","202603~202803","신규","-","","","연립다세대"
"432","경기도 성남시 중원구 도촌동","705","0705","0000","동분당KCC스위첸파티오2단지","월세","84.9800","202602","28","64,000","5","1","2019","도촌남로 88","202603~202803","갱신","-","64,000","0","연립다세대"
"433","경기도 성남시 중원구 은행동","2040","2040","0000","명빌라","전세","55.5400","202602","28","14,000","0","2","1999","은행로81번길 22-1","202604~202804","신규","-","","","연립다세대"
"434","경기도 성남시 중원구 은행동","1767-2","1767","0002","성구빌라","전세","54.5200","202602","28","17,200","0","4","1992","은행로40번길 2","202606~202806","신규","-","","","연립다세대"
"435","경기도 성남시 중원구 은행동","422-13","0422","0013","오페라하우스(422-13)","월세","59.0400","202602","28","4,500","72","1","2002","산성대로 484-3","202603~202803","신규","-","","","연립다세대"
"436","경기도 성남시 중원구 성남동","2923","2923","0000","삼성맨션102동","월세","59.9950","202602","28","25,000","25","4","2000","원터로93번길 15","202605~202805","신규","-","","","연립다세대"
"437","경기도 성남시 중원구 상대원동","1391-2","1391","0002","빛나아트맨션나동","월세","58.9400","202602","28","500","40","4","2001","박석로15번길 10-4","202603~202803","신규","-","","","연립다세대"
"438","경기도 성남시 중원구 상대원동","1506","1506","0000","태양맨션","전세","55.5200","202602","28","20,000","0","1","2002","박석로33번길 20-2","202604~202804","신규","-","","","연립다세대"
"439","경기도 성남시 중원구 은행동","1252-5","1252","0005","삼성빌라","월세","46.1700","202602","28","500","35","-1","1992","은이로42번길 6-14","202602~202802","신규","-","","","연립다세대"
"440","경기도 성남시 중원구 은행동","1778-1","1778","0001","그린빌라(B)","전세","43.9400","202602","28","14,000","0","2","1994","은행로38번길 2","202603~202803","갱신","-","14,000","0","연립다세대"
"441","경기도 성남시 중원구 성남동","2571","2571","0000","진양빌라B동","전세","36.5000","202602","28","15,000","0","2","1987","원터로93번길 6-1","202604~202804","신규","-","","","연립다세대"
"442","경기도 성남시 중원구 상대원동","1921","1921","0000","대연하늘채Ⅱ","전세","61.4700","202602","27","32,000","0","2","2019","둔촌대로401번길 19","202603~202803","신규","-","","","연립다세대"
"443","경기도 성남시 중원구 은행동","2429","2429","0000","대림빌라(3차)","전세","58.3550","202602","27","17,000","0","2","1992","은행로88번길 13","202605~202805","신규","-","","","연립다세대"
"444","경기도 성남시 중원구 상대원동","1921","1921","0000","대연하늘채Ⅱ","전세","59.5800","202602","27","34,000","0","4","2019","둔촌대로401번길 19","202604~202804","신규","-","","","연립다세대"
"445","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느모란","전세","36.2900","202602","27","25,700","0","12","2020","산성대로 136","202605~202805","신규","-","","","연립다세대"
"446","경기도 성남시 중원구 은행동","2250","2250","0000","대도맨션","전세","59.8200","202602","27","15,000","0","1","1994","은행로78번길 10","202603~202803","신규","-","","","연립다세대"
"447","경기도 성남시 중원구 은행동","2429","2429","0000","대림빌라(3차)","월세","59.9150","202602","26","1,000","65","-1","1992","은행로88번길 13","202602~202802","신규","-","","","연립다세대"
"448","경기도 성남시 중원구 은행동","2038","2038","0000","녹원하이츠(12차)","전세","52.5600","202602","26","15,000","0","4","1992","은행로81번길 26-1","202604~202804","신규","-","","","연립다세대"
"449","경기도 성남시 중원구 은행동","2258-6","2258","0006","동서빌라","월세","35.9250","202602","26","500","50","-1","1993","은행로82번길 8","202603~202803","신규","-","","","연립다세대"
"450","경기도 성남시 중원구 은행동","1959-1","1959","0001","우진빌라(1959-1)","전세","32.3600","202602","26","10,000","0","4","1993","자혜로99번길 12","202604~202804","신규","-","","","연립다세대"
"451","경기도 성남시 중원구 하대원동","126-1","0126","0001","동원","전세","41.1600","202602","26","16,500","0","1","1990","원터로 30-2","202605~202805","갱신","사용","16,000","0","연립다세대"
"452","경기도 성남시 중원구 성남동","2514","2514","0000","리치랜드","월세","14.2800","202602","26","500","41","2","2011","광명로116번길 3","202603~202703","신규","-","","","연립다세대"
"453","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느모란","월세","56.6800","202602","26","1,000","60","14","2020","산성대로 136","202603~202803","신규","-","","","연립다세대"
"454","경기도 성남시 중원구 하대원동","126-11","0126","0011","금탑팰리스","월세","65.6900","202602","26","29,000","20","3","2015","원터로38번길 18","202602~202802","갱신","사용","29,000","0","연립다세대"
"455","경기도 성남시 중원구 상대원동","1466","1466","0000","SK하이빌(1466-0)","전세","59.8900","202602","26","5,000","0","4","2004","박석로49번길 17","202602~202802","신규","-","","","연립다세대"
"456","경기도 성남시 중원구 은행동","1705","1705","0000","청우빌라","전세","44.8200","202602","26","10,000","0","-1","1997","은행로7번길 7","202603~202803","신규","-","","","연립다세대"
"457","경기도 성남시 중원구 하대원동","128-19","0128","0019","라인맨션","전세","72.2600","202602","25","25,000","0","4","2000","둔촌대로 261","202605~202805","신규","-","","","연립다세대"
"458","경기도 성남시 중원구 하대원동","128-19","0128","0019","라인맨션","전세","72.2600","202602","25","25,000","0","4","2000","둔촌대로 261","202605~202805","신규","-","","","연립다세대"
"459","경기도 성남시 중원구 성남동","2496","2496","0000","유한빌리지B동","월세","72.4500","202602","25","21,500","25","2","2001","광명로110번길 4","202605~202805","신규","-","","","연립다세대"
"460","경기도 성남시 중원구 중앙동","1650","1650","0000","(1650-0)","월세","47.7200","202602","25","1,000","60","1","1992","광명로264번길 34","202603~202803","신규","-","","","연립다세대"
"461","경기도 성남시 중원구 금광동","2377","2377","0000","태양그린빌","전세","52.1400","202602","25","10,000","0","2","2002","금빛로48번길 14","202603~202903","신규","-","","","연립다세대"
"462","경기도 성남시 중원구 은행동","1993","1993","0000","녹원빌라(7차)","월세","40.0100","202602","25","1,000","60","2","1992","은행로81번길 9-3","202602~202802","신규","-","","","연립다세대"
"463","경기도 성남시 중원구 은행동","1053","1053","0000","칠성빌라","월세","39.7800","202602","25","12,300","5","1","1992","은이로 27-8","202604~202804","신규","-","","","연립다세대"
"464","경기도 성남시 중원구 은행동","1195","1195","0000","운주산빌라","전세","36.3600","202602","25","11,500","0","1","1992","은이로 60","202605~202805","신규","-","","","연립다세대"
"465","경기도 성남시 중원구 상대원동","1345","1345","0000","대연하늘채","전세","48.1900","202602","25","28,000","0","5","2018","박석로41번길 7","202604~202804","신규","-","","","연립다세대"
"466","경기도 성남시 중원구 은행동","2345","2345","0000","(2345-0)","월세","40.4800","202602","24","500","40","-1","1995","자혜로57번길 5-1","202603~202803","신규","-","","","연립다세대"
"467","경기도 성남시 중원구 성남동","3002-1","3002","0001","청운빌라(B동)","월세","60.7700","202602","24","21,800","15","4","2001","원터로75번길 12-8","202603~202803","갱신","사용","21,800","10","연립다세대"
"468","경기도 성남시 중원구 은행동","2354-1","2354","0001","태양빌라","전세","35.6100","202602","24","12,500","0","3","1996","금빛로 108","202603~202803","신규","-","","","연립다세대"
"469","경기도 성남시 중원구 은행동","2239","2239","0000","대왕주택(B)","전세","34.0100","202602","24","10,500","0","2","1993","은행로78번길 3-1","202603~202803","갱신","사용","10,500","0","연립다세대"
"470","경기도 성남시 중원구 은행동","1903","1903","0000","동산빌라","월세","38.7000","202602","24","2,000","45","1","1992","은행로38번길 21","202603~202803","신규","-","","","연립다세대"
"471","경기도 성남시 중원구 은행동","904","0904","0000","동양아트빌라","월세","41.6500","202602","24","14,300","5","2","1992","은이로63번길 8-14","202603~202803","신규","-","","","연립다세대"
"472","경기도 성남시 중원구 은행동","2309","2309","0000","청운빌라","월세","38.7200","202602","24","12,400","15","2","1994","자혜로67번길 10-1","202603~202803","신규","-","","","연립다세대"
"473","경기도 성남시 중원구 은행동","2239","2239","0000","대왕주택(B)","전세","34.0100","202602","24","10,500","0","2","1993","은행로78번길 3-1","202603~202803","갱신","사용","10,500","0","연립다세대"
"474","경기도 성남시 중원구 은행동","776-1","0776","0001","동일빌라","전세","41.6700","202602","24","10,000","0","3","2001","은이로29번길 20-8","202603~202803","갱신","-","9,500","0","연립다세대"
"475","경기도 성남시 중원구 상대원동","1391-2","1391","0002","빛나아트맨션나동","월세","58.9400","202602","24","500","40","4","2001","박석로15번길 10-4","202603~202703","신규","-","","","연립다세대"
"476","경기도 성남시 중원구 상대원동","380-7","0380","0007","황제맨션","월세","59.8900","202602","24","15,000","50","4","2000","순환로130번길 13","202604~202804","신규","-","","","연립다세대"
"477","경기도 성남시 중원구 상대원동","2997-28","2997","0028","삼성맨션B동","월세","59.6900","202602","24","13,000","30","-1","2001","희망로360번길 7-16","202604~202804","신규","-","","","연립다세대"
"478","경기도 성남시 중원구 상대원동","380-7","0380","0007","황제맨션","월세","59.8900","202602","24","15,000","50","4","2000","순환로130번길 13","202604~202804","신규","-","","","연립다세대"
"479","경기도 성남시 중원구 금광동","2909","2909","0000","골든힐스","월세","51.9300","202602","24","8,000","39","2","2012","자혜로44번길 3","202603~202803","신규","-","","","연립다세대"
"480","경기도 성남시 중원구 은행동","2100","2100","0000","제일빌라","전세","45.2400","202602","23","12,300","0","1","1992","자혜로99번길 6-10","202603~202803","신규","-","","","연립다세대"
"481","경기도 성남시 중원구 은행동","1255","1255","0000","동원빌라","월세","50.2400","202602","23","2,000","60","1","1991","산성대로518번길 38-1","202602~202802","신규","-","","","연립다세대"
"482","경기도 성남시 중원구 은행동","2343","2343","0000","금호빌라(B)","전세","43.6800","202602","23","10,000","0","3","1996","자혜로57번길 3-6","202605~202805","신규","-","","","연립다세대"
"483","경기도 성남시 중원구 성남동","3049","3049","0000","금강맨션(가동)","월세","60.5900","202602","23","7,000","59","4","1995","원터로75번길 11-9","202605~202805","신규","-","","","연립다세대"
"484","경기도 성남시 중원구 성남동","3895","3895","0000","청아람빌라","월세","63.5700","202602","23","15,000","70","3","2015","둔촌대로135번길 14-4","202605~202803","신규","-","","","연립다세대"
"485","경기도 성남시 중원구 은행동","887","0887","0000","세교빌라3차","전세","38.5200","202602","23","10,000","0","2","1994","은이로63번길 8-13","202603~202803","갱신","사용","10,000","0","연립다세대"
"486","경기도 성남시 중원구 은행동","1877","1877","0000","대원빌라(A)","월세","30.0000","202602","23","10,000","5","1","1993","은행로38번길 11-12","202603~202803","신규","-","","","연립다세대"
"487","경기도 성남시 중원구 은행동","1659","1659","0000","진영빌라","전세","43.5600","202602","23","15,000","0","-1","1993","은행로3번길 10","202602~202802","갱신","사용","15,000","0","연립다세대"
"488","경기도 성남시 중원구 은행동","2061","2061","0000","영신빌라","전세","26.4900","202602","23","9,000","0","4","1994","자혜로113번길 3-3","202603~202803","신규","-","","","연립다세대"
"489","경기도 성남시 중원구 은행동","2174","2174","0000","대권빌라","전세","39.7400","202602","23","11,500","0","3","1993","은행로87번길 10","202604~202804","신규","-","","","연립다세대"
"490","경기도 성남시 중원구 은행동","2250-3","2250","0003","명보빌라","전세","46.6400","202602","23","13,800","0","1","1991","은행로78번길 8","202603~202803","신규","-","","","연립다세대"
"491","경기도 성남시 중원구 은행동","941","0941","0000","진보빌라","전세","36.3600","202602","23","10,000","0","4","1992","은이로64번길 1-5","202602~202802","갱신","사용","10,000","0","연립다세대"
"492","경기도 성남시 중원구 상대원동","1744-1","1744","0001","(1744-1)","전세","29.0900","202602","23","9,000","0","3","1986","박석로5번길 35-1","202602~202710","신규","-","","","연립다세대"
"493","경기도 성남시 중원구 금광동","2377","2377","0000","태양그린빌","전세","52.1400","202602","23","10,000","0","2","2002","금빛로48번길 14","202603~203003","신규","-","","","연립다세대"
"494","경기도 성남시 중원구 중앙동","1802","1802","0000","그린빌라","전세","48.1800","202602","23","13,000","0","3","1996","광명로256번길 23-16","202603~202803","갱신","-","13,000","0","연립다세대"
"495","경기도 성남시 중원구 은행동","1263","1263","0000","삼건맨션","전세","36.0700","202602","23","11,700","0","4","2001","산성대로518번길 40","202604~202804","신규","-","","","연립다세대"
"496","경기도 성남시 중원구 은행동","1867","1867","0000","평강빌라","월세","44.9400","202602","22","350","53","-1","1996","은행로18번길 22","202605~202805","갱신","-","350","50","연립다세대"
"497","경기도 성남시 중원구 금광동","119","0119","0000","원진골든맨션","전세","76.7200","202602","22","29,500","0","1","1997","희망로400번길 7","202603~202803","갱신","사용","29,500","0","연립다세대"
"498","경기도 성남시 중원구 상대원동","1573-1","1573","0001","대운하이츠A","전세","30.4700","202602","21","15,000","0","4","2008","박석로15번길 24-12","202602~202809","신규","-","","","연립다세대"
"499","경기도 성남시 중원구 성남동","3047","3047","0000","리치랜드2","월세","15.6610","202602","21","500","37","3","2013","원터로75번길 11-14","202602~202702","신규","-","","","연립다세대"
"500","경기도 성남시 중원구 상대원동","1676-2","1676","0002","동명빌라","전세","46.2000","202602","21","5,000","0","-1","1997","박석로25번길 36-8","202603~202803","신규","-","","","연립다세대"
"501","경기도 성남시 중원구 상대원동","1574-1","1574","0001","거산맨션","전세","59.8500","202602","21","18,000","0","3","1995","박석로15번길 20-11","202603~202803","신규","-","","","연립다세대"
"502","경기도 성남시 중원구 상대원동","1414","1414","0000","장미주택가동","전세","59.4250","202602","21","19,000","0","2","1994","박석로 11-1","202603~202802","신규","-","","","연립다세대"
"503","경기도 성남시 중원구 성남동","3830","3830","0000","현대쉐르빌","전세","44.7300","202602","21","15,800","0","4","2002","제일로35번길 9-8","202604~202804","신규","-","","","연립다세대"
"504","경기도 성남시 중원구 은행동","2131","2131","0000","영신빌라(7)","전세","43.3300","202602","21","13,100","0","1","1991","자혜로99번길 7","202603~202803","갱신","-","13,480","0","연립다세대"
"505","경기도 성남시 중원구 은행동","2061-1","2061","0001","정동빌라","전세","58.0800","202602","21","15,370","0","1","1994","자혜로113번길 3","202604~202804","신규","-","","","연립다세대"
"506","경기도 성남시 중원구 은행동","904","0904","0000","동양아트빌라","전세","41.6500","202602","21","14,300","0","2","1992","은이로63번길 8-14","202603~202803","신규","-","","","연립다세대"
"507","경기도 성남시 중원구 은행동","1143-4","1143","0004","은총빌라","전세","40.2000","202602","21","12,600","0","1","1994","은이로43번길 1","202603~202803","갱신","-","12,000","0","연립다세대"
"508","경기도 성남시 중원구 은행동","904","0904","0000","동양아트빌라","전세","41.6500","202602","21","14,300","0","2","1992","은이로63번길 8-14","202603~202803","신규","-","","","연립다세대"
"509","경기도 성남시 중원구 중앙동","1789","1789","0000","광성3빌라","전세","44.5700","202602","21","15,000","0","4","1995","광명로256번길 35-5","202605~202805","신규","-","","","연립다세대"
"510","경기도 성남시 중원구 금광동","1791","1791","0000","(1791-0)","전세","51.5400","202602","21","10,500","0","2","2006","광명로 362-1","202602~202802","갱신","-","9,500","0","연립다세대"
"511","경기도 성남시 중원구 은행동","887","0887","0000","세교빌라3차","전세","38.5200","202602","20","12,400","0","2","1994","은이로63번길 8-13","202603~202803","신규","-","","","연립다세대"
"512","경기도 성남시 중원구 하대원동","125-3","0125","0003","골드피아","월세","58.6600","202602","20","200","20","1","2001","원터로38번길 12","202602~202702","신규","-","","","연립다세대"
"513","경기도 성남시 중원구 상대원동","2306","2306","0000","부흥빌라","전세","79.7100","202602","20","18,000","0","4","2000","박석로97번길 3","202603~202803","갱신","사용","18,000","0","연립다세대"
"514","경기도 성남시 중원구 성남동","3107","3107","0000","장군빌라","월세","62.9200","202602","20","5,000","70","-1","2002","원터로75번길 20","202602~202802","신규","-","","","연립다세대"
"515","경기도 성남시 중원구 은행동","2270-3","2270","0003","월드빌라(B)","전세","37.2000","202602","20","12,200","0","2","1993","은행로82번길 7","202603~202803","신규","-","","","연립다세대"
"516","경기도 성남시 중원구 은행동","2354-1","2354","0001","태양빌라","전세","35.6100","202602","19","12,900","0","3","1996","금빛로 108","202603~202606","갱신","-","13,000","0","연립다세대"
"517","경기도 성남시 중원구 은행동","1676","1676","0000","세종빌라","월세","44.7300","202602","19","2,000","50","4","1993","은행로5번길 5-1","202603~202803","신규","-","","","연립다세대"
"518","경기도 성남시 중원구 성남동","2533","2533","0000","다세대","전세","86.5500","202602","19","31,000","0","2","1993","원터로105번길 7-1","202605~202805","신규","-","","","연립다세대"
"519","경기도 성남시 중원구 중앙동","1774","1774","0000","한신아트빌라","전세","54.2100","202602","14","15,000","0","4","1994","광명로256번길 29-3","202603~202803","신규","-","","","연립다세대"
"520","경기도 성남시 중원구 상대원동","1921","1921","0000","대연하늘채Ⅱ","전세","40.5300","202602","14","30,000","0","2","2019","둔촌대로401번길 19","202604~202804","신규","-","","","연립다세대"
"521","경기도 성남시 중원구 은행동","1424-1","1424","0001","덕성빌라","월세","38.2200","202602","13","2,000","45","4","1992","산성대로518번길 25","202602~202802","신규","-","","","연립다세대"
"522","경기도 성남시 중원구 상대원동","1478-3","1478","0003","금호C동","전세","46.2000","202602","13","10,000","0","-1","1987","박석로49번길 23","202602~202604","신규","-","","","연립다세대"
"523","경기도 성남시 중원구 은행동","1973-2","1973","0002","현대빌라(1973-2)","전세","45.0000","202602","13","14,000","0","4","1993","은행로81번길 13-7","202604~202804","신규","-","","","연립다세대"
"524","경기도 성남시 중원구 은행동","1122","1122","0000","청구빌라","월세","36.3600","202602","13","11,500","10","4","1994","은이로37번길 4","202603~202803","신규","-","","","연립다세대"
"525","경기도 성남시 중원구 은행동","2038","2038","0000","녹원하이츠(12차)","전세","52.5600","202602","12","15,000","0","4","1992","은행로81번길 26-1","202603~202803","신규","-","","","연립다세대"
"526","경기도 성남시 중원구 상대원동","1688-1","1688","0001","동성주택","월세","43.1600","202602","12","2,000","60","3","1986","둔촌대로413번길 17-1","202603~202803","신규","-","","","연립다세대"
"527","경기도 성남시 중원구 은행동","1850-4","1850","0004","대성빌라(B)","월세","32.4800","202602","12","2,000","50","3","1992","은행로34번길 15","202605~202805","신규","-","","","연립다세대"
"528","경기도 성남시 중원구 하대원동","128-19","0128","0019","라인맨션","전세","72.2600","202602","12","23,800","0","4","2000","둔촌대로 261","202605~202805","신규","-","","","연립다세대"
"529","경기도 성남시 중원구 성남동","3991","3991","0000","장미맨션","월세","59.6600","202602","12","5,000","120","3","1997","둔촌대로127번길 10","202603~202803","신규","-","","","연립다세대"
"530","경기도 성남시 중원구 성남동","4024","4024","0000","삼성빌라(나동)","월세","40.8400","202602","12","1,000","50","-1","1991","성남대로1130번길 36","202603~202803","신규","-","","","연립다세대"
"531","경기도 성남시 중원구 금광동","2958","2958","0000","오페라하우스","전세","74.4100","202602","12","25,000","0","3","2000","금빛로85번길 1","202604~202804","신규","-","","","연립다세대"
"532","경기도 성남시 중원구 은행동","963","0963","0000","거산빌라(가)","전세","44.3400","202602","11","13,500","0","4","1994","은이로64번길 5-11","202603~202803","신규","-","","","연립다세대"
"533","경기도 성남시 중원구 은행동","964","0964","0000","거산빌라(나)","전세","45.8000","202602","11","13,000","0","4","1995","은이로64번길 5-9","202603~202803","신규","-","","","연립다세대"
"534","경기도 성남시 중원구 금광동","177","0177","0000","수&秀캐슬","전세","50.2100","202602","11","24,300","0","4","2013","금상로57번길 16","202602~202802","신규","-","","","연립다세대"
"535","경기도 성남시 중원구 은행동","1364","1364","0000","나주빌라","월세","39.5800","202602","11","1,000","50","3","1993","은행로33번길 4","202602~202802","신규","-","","","연립다세대"
"536","경기도 성남시 중원구 하대원동","148-19","0148","0019","상우빌라","전세","41.1300","202602","11","8,500","0","-1","1991","둔촌대로 228-4","202602~202802","갱신","사용","8,500","0","연립다세대"
"537","경기도 성남시 중원구 은행동","2339","2339","0000","(2339-0)","월세","59.9700","202602","11","13,000","20","1","2000","자혜로57번길 3-16","202603~202803","신규","-","","","연립다세대"
"538","경기도 성남시 중원구 상대원동","1486","1486","0000","대진빌라","월세","40.8000","202602","10","1,000","45","-1","1991","둔촌대로413번길 46","202602~202702","신규","-","","","연립다세대"
"539","경기도 성남시 중원구 금광동","4280","4280","0000","현대아트빌라","월세","58.5300","202602","10","1,000","75","4","1993","산성대로390번길 11-9","202602~202802","신규","-","","","연립다세대"
"540","경기도 성남시 중원구 금광동","3871","3871","0000","부성팰리스","전세","86.1900","202602","10","25,000","0","3","2002","자혜로16번길 37-20","202602~202802","신규","-","","","연립다세대"
"541","경기도 성남시 중원구 상대원동","1478-3","1478","0003","금호C동","전세","47.1600","202602","10","15,500","0","2","1987","박석로49번길 23","202603~202803","신규","-","","","연립다세대"
